,Translated_Category,Translated_Resume;;;
Lieu : Pune, Inde;;;
"Etat civil: Marie""";;;
"708,BP,""Competences Competences exceptionnelles en communication et en reseautage Travail reussi en equipe et de maniere independante Capacite à travailler sous pression et multitâches Strategies et campagnes Communications d'entreprise Reporting et documentation MIS Formation et developpement Support commercial et operations de back-office Developpement de nouveaux processus et gestion des lancements escalades clientsDetails de la formation";;;
 BACHELOR EN ADMINISTRATION DES AFFAIRESADMINISTRATION DES AFFAIRES ICFAI Business School;;;
    Institut integre de gestion et de technologie;;;
    ECOLE SECONDAIRE SUPERIEURE, Ecole B.I.S.S;;;
   Delhi, ECOLE SECONDAIRE SUPERIEURE de Delhi, Ecole publique de Delhi;;;
Gestionnaire Senior - PMO;;;
;;;
;;;
Details des competences;;;
FORMATION- Experience - 30 mois;;;
DOCUMENTATION- Experience - 16 mois;;;
OPERATIONS- Experience - 16 mois;;;
VENTES- Experience - 8 mois;;;
COMMUNICATIONS D'ENTREPRISE - Experience - 6 moisDetails de l'entreprise;;;
entreprise -;;;
description - Examiner et comprendre les processus metier existants pour identifier les exigences fonctionnelles à eliminer;;;
gaspillage, ameliorer le contrôle et offrir de la flexibilite;;;
Identifier les processus de refonte, prototyper des solutions potentielles, calculer les compromis, les coûts et suggerer un;;;
plan d'action recommande en identifiant les modifications apportees au processus nouveau/existant;;;
Gestion de projet des nouvelles exigences et opportunites pour l'application de solutions efficaces et efficientes;;;
Responsable de la realisation de projets de reingenierie des processus dans tous les processus en travaillant en etroite collaboration avec les entreprises et les unites operationnelles concernees.;;;
Responsable de la documentation pour former toutes les parties prenantes sur tout changement;;;
entreprise -;;;
description - Responsable de la definition de la portee du projet en accord avec les parties prenantes, les equipes internes et les cadres superieurs.;;;
equipe de direction.;;;
Preparer la charte de projet avec des delais definis pour les activites liees au projet.;;;
Preparation du Business Requirement Document (BRD), clôture du Understanding Document (UD) avec l'equipe de developpement, achevement et deploiement de l'UAT.;;;
Preparation des documents de formation, des SLA, des SOP, etc. selon les besoins.;;;
Organiser une formation pour les equipes concernees afin d’assurer une transition en douceur.;;;
entreprise - TELEPERFORMANCE INDE;;;
description - Stimuler les ventes via le centre d'appels et atteindre l'objectif avec la responsabilite globale d'explorer les opportunites de vente en comprenant les preferences et les exigences des clients.;;;
Conceptualiser et mettre en œuvre des activites de promotion des ventes dans le cadre d'un lot pilote pour le lancement d'une nouvelle entreprise.;;;
Former les nouveaux arrivants à travers le processus d'interruption d'appels.;;;
Interaction avec le client pour comprendre les exigences et les attentes.;;;
Gerer les sessions de qualite d'appel avec le client.;;;
Gerer les exigences ponctuelles du client ainsi que de la haute direction et fournir une resolution en temps opportun.;;;
"MAÎTRE EN ADMINISTRATION DES ENTREPRISES""";;;
"709,Base de donnees,""EXPERTISE TECHNIQUE • Langages de base de donnees : SQL • Outils de base de donnees : SQL Server 2014/ 2017 Postgresql 9.5, 9.6, Oracle 11gR2 • Systemes d'exploitation : Redhat Linux, Oracle Linux, Windows Server 2012/ 2016 AUTRES COMPETENCES TECHNIQUES ORACLE 11G R2 â¢ Maîtrise de l'installation du logiciel de base de donnees Oracle, de la creation d'une base de donnees à l'aide de l'interface graphique/Silent DBCA, de l'architecture, de la gestion des fichiers, de la gestion de l'espace, de la gestion des utilisateurs, de la creation de rôles et de l'attribution de privileges/rôles dans 11gR2 et de leur depannage. â¢ Experience pratique Gestion des fichiers de contrôle/Redolog/Archive/Annulation â¢ Configuration du fichier Listener.ora/Tnsnames.ora à l'aide de Netmgr/netca â¢ Generation de rapports AWR, ADDM, ASH pour diagnostiquer les problemes â¢ Base de donnees Sauvegarde, clonage/duplication à l'aide de sauvegardes à chaud et à froid à l'aide de RMAN. • Connaissance des technologies Flashback et Expdp/Impdp. • Implementation d'Oracle11gR2 RAC sur la plateforme Oracle Linux et connaissance des services de depannage de RAC (CRSCTL, SRVCTL). • Connaissance de l'installation et de la configuration de RAC. Ajouter/Supprimer des nœuds sur RAC • Configuration de la base de donnees physique de secours (Data guard) • Mise à niveau reussie de 11.2.0.1 à 11.2.0.4 et correctif PSU à l'aide du correctif O. POINTS FORTS • Bonnes competences en communication. â¢ Confiance en moi et capacite à m'adapter à tous les environnements de travail. â¢ Aimer les responsabilites en tant que leader et joueur d’equipe. â¢ Patient à l’ecoute et apprenant vite. â ¢ Capable d'expliquer les problemes et de les resoudre.Details de la formation";;;
 B.E. Genie informatique Mumbai, Maharashtra Mumbai University;;;
 Certificat d'etudes secondaires superieures Dr. DY Patil Jr College;;;
Administrateur de base de donnees;;;
;;;
Administrateur de base de donnees - DBA chez Marketplace Technologies Ltd;;;
Details des competences;;;
BASE DE DONNEES - Experience - 61 mois;;;
SAUVEGARDES - Experience - 48 mois;;;
LINUX- Experience - 48 mois;;;
MS SQL SERVER - Experience - 48 mois;;;
SQL - Experience - 48 moisDetails de la societe;;;
entreprise - DBA chez Marketplace Technologies Ltd;;;
description - Titre du projet : EBoss, Datafeed, MFDB, RTRMS, IndiaINX;;;
entreprise - Standard & Entreprise;;;
description - Redhat Linux 7.4, Postgresql 9.5, 9.6;;;
Duree : fevrier 2017 - jusqu'à ce jour;;;
Description : La Bourse de Bombay BSE est la premiere bourse d'Asie et la plus rapide au monde avec une vitesse de 6 microsecondes et l'un des principaux groupes boursiers indiens offre un marche efficace et transparent pour la negociation d'actions, de devises, d'instruments de dette, de produits derives et de fonds communs de placement. . BSE SME est la plus grande plateforme de PME en Inde, qui compte plus de 250 entreprises et continue de croître à un rythme soutenu.;;;
;;;
RÔLES ET RESPONSABILITES DU POSTE;;;
POSTGRESQL - • Travail sur le cluster Redhat Linux OS avec Postgresql pour la haute disponibilite (HA) à l'aide de Pacemaker.;;;
â¢ Coordonne avec les equipes de developpeurs/Linux pour la connaissance et le support des bases de donnees.;;;
â¢ Participer à la mise en œuvre des nouvelles versions en production.;;;
• Postgresql installe/configure à partir des sources ou des packages sur les serveurs Redhat Linux.;;;
â¢ Effectuer les tâches de gestion du serveur Postgresql, à savoir la sauvegarde et la restauration, la configuration, les rôles, les blocages, la creation d'espaces de table et le depannage.;;;
â¢ Travailler avec l'equipe de stockage pour la configuration de reprise apres sinistre basee sur SAN à l'aide de la technologie EMC. â¢ Configurer l'authentification LDAP et l'authentification GSSAPI de Windows à Linux pour Postgresql.;;;
• Replication logique configuree pour les serveurs de base de donnees, les serveurs Postgresql en secours automatique, les methodes de sauvegarde de base de donnees plus rapides, les sauvegardes de schemas et d'espaces de table.;;;
• Connexions maximales configurees à la base de donnees sur les serveurs Linux.;;;
â¢ Installe tds_fdw à partir des sources pour les serveurs lies afin de se connecter à des bases de donnees heterogenes et à d'autres extensions requises, configuration de sauvegarde, PITR utilisant des sauvegardes de base.;;;
;;;
MSSQL - â¢ Administration quotidienne des serveurs SQL en direct.;;;
â¢ Participation aux activites de relations publiques de recuperation primaire en direct et de reprise apres sinistre apres sinistre.;;;
â¢ Participation aux simulations PR & DR pour les nouvelles versions en production.;;;
• Serveurs lies configures, replication transactionnelle, tâches de maintenance telles que la sauvegarde et la restauration de bases de donnees, la recuperation, les tâches planifiees, les plans de maintenance.;;;
• Serveurs SQL Server 2014, 2017 autonomes et SQL Cluster installes et configures.;;;
â¢ Maintenir la securite de la base de donnees en fournissant des rôles SQL, des connexions et des autorisations appropries aux utilisateurs sur demande.;;;
â¢ Travailler avec des equipes sur les deploiements d'applications, les problemes d'application et les migrations de serveurs SQL.;;;
â ¢ Exposition à la gestion du systeme de production avec des competences et comprehension des exigences du client.;;;
â¢ Effectuer des mises à niveau et des correctifs du service pack SQL Server.;;;
â¢ Gestion de plusieurs instances SQL sur un environnement Windows SQL Cluster construit sur EMC SAN.;;;
â¢ Travail sur des clusters de bases de donnees MSSQL avec des serveurs actifs/actifs et passifs actifs, des groupes de disponibilite permanents (AAG) et une configuration HA/DR.;;;
â¢ Avoir de l'experience sur les niveaux SAN et RAID et sur la creation et la prise en charge de serveurs SQL Cluster sur des environnements SAN.;;;
entreprise - BSE Bourse de Bombay;;;
"description - Environnement : Windows serveur 2008 R2, 2012 R2, 2016 Enterprise & Standard,""";;;
"710,Base de donnees,""Expertise technique Systemes d'exploitation Microsoft Window Server 2003/2008/2008 R2/2012 Technologies de bases de donnees SQL Server, Sybase ASE Server, Oracle, MongoDB Outils de surveillance et de billetterie HP Service Manager 7.0/9.0, Solar Winds DPA, JIRA et MongoDB OPS Manager Web Server IIS Outils de base de donnees 7.0 SSMS, DBArtisan, Studio 3T, SnapShot Manager pour SQL ServerDetails de la formation";;;
 B. Tech Computer Science Gulbarga, Karnataka PDACOE, Gulbarga, institution autonome;;;
Administrateur de base de donnees II;;;
;;;
Administrateur de base de donnees III - BNY Mellon International Operations (Inde) PVT. LTD;;;
Details des competences;;;
